"","stfips","ctfips","st","cty","lon","lat","Uppm"
"888",19,187,"IA","WEBSTER",-94.182,42.428,1.47642
"889",19,189,"IA","WINNEBAGO",-93.734,43.378,1.28229
"890",19,191,"IA","WINNESHIEK",-91.843,43.291,1.61033
"891",19,193,"IA","WOODBURY",-96.045,42.39,2.01685
"892",19,195,"IA","WORTH",-93.261,43.377,1.26101
"893",19,197,"IA","WRIGHT",-93.735,42.733,1.37577
"894",20,1,"KS","ALLEN",-95.301,37.886,1.98029
"895",20,3,"KS","ANDERSON",-95.293,38.214,1.97011
"896",20,5,"KS","ATCHISON",-95.312,39.532,1.91199
"897",20,7,"KS","BARBER",-98.684,37.229,1.63235
"898",20,9,"KS","BARTON",-98.756,38.479,1.81216
"899",20,11,"KS","BOURBON",-94.849,37.855,2.04913
"900",20,13,"KS","BROWN",-95.564,39.827,1.97761
"901",20,15,"KS","BUTLER",-96.839,37.781,1.95434
"902",20,17,"KS","CHASE",-96.594,38.302,1.87654
"903",20,19,"KS","CHAUTAUQUA",-96.245,37.15,1.64486
"904",20,21,"KS","CHEROKEE",-94.846,37.169,1.89938
"905",20,23,"KS","CHEYENNE",-101.731,39.786,2.15536
"906",20,25,"KS","CLARK",-99.82,37.235,1.80485
"907",20,27,"KS","CLAY",-97.165,39.35,1.91281
"908",20,29,"KS","CLOUD",-97.649,39.48,2.08338
"909",20,31,"KS","COFFEY",-95.734,38.237,1.85779
"910",20,33,"KS","COMANCHE",-99.272,37.191,1.6989
"911",20,35,"KS","COWLEY",-96.837,37.238,1.93712
"912",20,37,"KS","CRAWFORD",-94.852,37.507,2.17436
"913",20,39,"KS","DECATUR",-100.459,39.785,2.03228
"914",20,41,"KS","DICKINSON",-97.152,38.866,1.70795
"915",20,43,"KS","DONIPHAN",-95.145,39.788,2.01356
"916",20,45,"KS","DOUGLAS",-95.292,38.885,1.92615
"917",20,47,"KS","EDWARDS",-99.312,37.888,1.70467
"918",20,49,"KS","ELK",-96.244,37.454,1.71424
"919",20,51,"KS","ELLIS",-99.317,38.915,1.9553
"920",20,53,"KS","ELLSWORTH",-98.204,38.697,1.85322
"921",20,55,"KS","FINNEY",-100.736,38.044,1.90462
"922",20,57,"KS","FORD",-99.887,37.692,2.12174
"923",20,59,"KS","FRANKLIN",-95.286,38.565,1.91756
"924",20,61,"KS","GEARY",-96.752,39.002,1.56067
"925",20,63,"KS","GOVE",-100.483,38.916,2.0394
"926",20,65,"KS","GRAHAM",-99.883,39.35,1.97843
"927",20,67,"KS","GRANT",-101.308,37.562,2.04202
"928",20,69,"KS","GRAY",-100.437,37.738,2.02325
"929",20,71,"KS","GREELEY",-101.806,38.48,2.06014
"930",20,73,"KS","GREENWOOD",-96.232,37.878,1.84854
"931",20,75,"KS","HAMILTON",-101.791,37.999,2.12431
"932",20,77,"KS","HARPER",-98.075,37.192,1.59411
"933",20,79,"KS","HARVEY",-97.427,38.043,1.92721
"934",20,81,"KS","HASKELL",-100.871,37.562,2.07445
"935",20,83,"KS","HODGEMAN",-99.898,38.087,2.0154
"936",20,85,"KS","JACKSON",-95.793,39.417,1.74872
"937",20,87,"KS","JEFFERSON",-95.383,39.235,1.85265
"938",20,89,"KS","JEWELL",-98.218,39.785,2.05068
"939",20,91,"KS","JOHNSON",-94.822,38.884,1.9634
"940",20,93,"KS","KEARNY",-101.319,38,1.99024
"941",20,95,"KS","KINGMAN",-98.136,37.559,1.45049
"942",20,97,"KS","KIOWA",-99.286,37.558,1.77213
"943",20,99,"KS","LABETTE",-95.297,37.191,2.06494
"944",20,101,"KS","LANE",-100.466,38.481,1.98947
"945",20,103,"KS","LEAVENWORTH",-95.037,39.199,1.97035
"946",20,105,"KS","LINCOLN",-98.208,39.045,1.98918
"947",20,107,"KS","LINN",-94.843,38.212,2.04187
"948",20,109,"KS","LOGAN",-101.148,38.917,2.14333
"949",20,111,"KS","LYON",-96.152,38.456,1.80114
"950",20,113,"KS","MCPHERSON",-97.648,38.392,1.94242
"951",20,115,"KS","MARION",-97.097,38.359,1.91435
"952",20,117,"KS","MARSHALL",-96.523,39.784,1.9193
"953",20,119,"KS","MEADE",-100.366,37.238,1.84115
"954",20,121,"KS","MIAMI",-94.838,38.564,1.91769
"955",20,123,"KS","MITCHELL",-98.209,39.393,2.07177
"956",20,125,"KS","MONTGOMERY",-95.743,37.192,1.70052
"957",20,127,"KS","MORRIS",-96.65,38.687,1.74675
"958",20,129,"KS","MORTON",-101.799,37.191,1.76696
"959",20,131,"KS","NEMAHA",-96.014,39.783,1.69986
"960",20,133,"KS","NEOSHO",-95.307,37.559,1.98779
"961",20,135,"KS","NESS",-99.916,38.479,1.98883
"962",20,137,"KS","NORTON",-99.903,39.784,2.10019
"963",20,139,"KS","OSAGE",-95.727,38.652,1.86626
"964",20,141,"KS","OSBORNE",-98.768,39.35,2.01717
"965",20,143,"KS","OTTAWA",-97.65,39.133,1.7179
"966",20,145,"KS","PAWNEE",-99.236,38.181,1.86901
"967",20,147,"KS","PHILLIPS",-99.347,39.785,2.15826
"968",20,149,"KS","POTTAWATOMIE",-96.343,39.379,1.76021
"969",20,151,"KS","PRATT",-98.739,37.648,1.5067
"970",20,153,"KS","RAWLINS",-101.075,39.785,2.11707
"971",20,155,"KS","RENO",-98.086,37.953,1.5131
"972",20,157,"KS","REPUBLIC",-97.65,39.828,2.23374
"973",20,159,"KS","RICE",-98.201,38.347,1.65765
"974",20,161,"KS","RILEY",-96.736,39.296,1.71293
"975",20,163,"KS","ROOKS",-99.325,39.35,1.99108
"976",20,165,"KS","RUSH",-99.309,38.523,1.98934
"977",20,167,"KS","RUSSELL",-98.762,38.915,2.00995
"978",20,169,"KS","SALINE",-97.65,38.784,1.76367
"979",20,171,"KS","SCOTT",-100.906,38.482,1.96715
"980",20,173,"KS","SEDGWICK",-97.461,37.685,1.82149
"981",20,175,"KS","SEWARD",-100.851,37.193,1.53577
"982",20,177,"KS","SHAWNEE",-95.757,39.042,1.93984
"983",20,179,"KS","SHERIDAN",-100.441,39.35,2.00404
"984",20,181,"KS","SHERMAN",-101.72,39.351,2.16864
"985",20,183,"KS","SMITH",-98.785,39.785,2.14602
"986",20,185,"KS","STAFFORD",-98.717,38.031,1.36004
"987",20,187,"KS","STANTON",-101.784,37.563,2.10698
"988",20,189,"KS","STEVENS",-101.312,37.192,1.52086
"989",20,191,"KS","SUMNER",-97.476,37.237,1.88329
"990",20,193,"KS","THOMAS",-101.055,39.351,2.07883
"991",20,195,"KS","TREGO",-99.872,38.914,2.00501
"992",20,197,"KS","WABAUNSEE",-96.205,38.954,1.56339
"993",20,199,"KS","WALLACE",-101.763,38.917,2.04444
"994",20,201,"KS","WASHINGTON",-97.087,39.784,1.92904
"995",20,203,"KS","WICHITA",-101.347,38.482,2.0151
"996",20,205,"KS","WILSON",-95.743,37.559,1.82675
"997",20,207,"KS","WOODSON",-95.74,37.887,1.87752
"998",20,209,"KS","WYANDOTTE",-94.765,39.115,1.94686
"999",21,1,"KY","ADAIR",-85.281,37.104,1.82216
"1000",21,3,"KY","ALLEN",-86.19,36.752,1.95742
"1001",21,5,"KY","ANDERSON",-84.99,38.004,1.69923
"1002",21,7,"KY","BALLARD",-88.999,37.058,2.1533
"1003",21,9,"KY","BARREN",-85.933,36.966,2.02232
"1004",21,11,"KY","BATH",-83.743,38.144,2.19486
"1005",21,13,"KY","BELL",-83.674,36.731,1.69523
"1006",21,15,"KY","BOONE",-84.728,38.969,1.81364
"1007",21,17,"KY","BOURBON",-84.218,38.207,1.9071
"1008",21,19,"KY","BOYD",-82.688,38.36,2.21709
"1009",21,21,"KY","BOYLE",-84.868,37.624,2.27392
"1010",21,23,"KY","BRACKEN",-84.09,38.689,1.84804
"1011",21,25,"KY","BREATHITT",-83.324,37.522,1.89512
"1012",21,27,"KY","BRECKINRIDGE",-86.43,37.774,1.84293
"1013",21,29,"KY","BULLITT",-85.696,37.97,1.93107
"1014",21,31,"KY","BUTLER",-86.68,37.207,2.17397
"1015",21,33,"KY","CALDWELL",-87.868,37.145,2.14746
"1016",21,35,"KY","CALLOWAY",-88.273,36.621,2.19185
"1017",21,37,"KY","CAMPBELL",-84.38,38.946,1.93094
"1018",21,39,"KY","CARLISLE",-88.97,36.854,2.34783
"1019",21,41,"KY","CARROLL",-85.124,38.668,1.73097
"1020",21,43,"KY","CARTER",-83.05,38.318,1.97777
"1021",21,45,"KY","CASEY",-84.928,37.322,2.15632
"1022",21,47,"KY","CHRISTIAN",-87.49,36.894,2.0784
"1023",21,49,"KY","CLARK",-84.148,37.971,1.96256
"1024",21,51,"KY","CLAY",-83.715,37.16,1.92202
"1025",21,53,"KY","CLINTON",-85.135,36.726,1.70485
"1026",21,55,"KY","CRITTENDEN",-88.097,37.353,2.25999
"1027",21,57,"KY","CUMBERLAND",-85.388,36.787,2.03732
"1028",21,59,"KY","DAVIESS",-87.089,37.732,2.09877
"1029",21,61,"KY","EDMONSON",-86.238,37.209,2.01105
"1030",21,63,"KY","ELLIOTT",-83.098,38.118,1.9308
"1031",21,65,"KY","ESTILL",-83.965,37.692,2.11997
"1032",21,67,"KY","FAYETTE",-84.459,38.042,2.08988
"1033",21,69,"KY","FLEMING",-83.697,38.369,2.36404
"1034",21,71,"KY","FLOYD",-82.745,37.557,1.86354
"1035",21,73,"KY","FRANKLIN",-84.877,38.239,1.72077
"1036",21,75,"KY","FULTON",-89.521,36.539,2.35994
"1037",21,75,"KY","FULTON",-89.143,36.555,2.35994
"1038",21,77,"KY","GALLATIN",-84.859,38.757,1.82609
"1039",21,79,"KY","GARRARD",-84.54,37.641,1.88773
"1040",21,81,"KY","GRANT",-84.624,38.649,1.76987
"1041",21,83,"KY","GRAVES",-88.651,36.723,2.37048
"1042",21,85,"KY","GRAYSON",-86.344,37.461,1.87943
"1043",21,87,"KY","GREEN",-85.553,37.264,2.00327
"1044",21,89,"KY","GREENUP",-82.922,38.546,2.34535
"1045",21,91,"KY","HANCOCK",-86.778,37.84,1.90882
"1046",21,93,"KY","HARDIN",-85.963,37.698,2.0311
"1047",21,95,"KY","HARLAN",-83.218,36.857,1.51781
"1048",21,97,"KY","HARRISON",-84.332,38.442,1.8498
"1049",21,99,"KY","HART",-85.885,37.3,1.97455
"1050",21,101,"KY","HENDERSON",-87.576,37.796,2.11757
"1051",21,103,"KY","HENRY",-85.122,38.449,1.86657
"1052",21,105,"KY","HICKMAN",-88.976,36.678,2.29637
"1053",21,107,"KY","HOPKINS",-87.541,37.309,2.16987
"1054",21,109,"KY","JACKSON",-84.006,37.42,1.63111
"1055",21,111,"KY","JEFFERSON",-85.659,38.187,1.7327
"1056",21,113,"KY","JESSAMINE",-84.581,37.874,2.04096
"1057",21,115,"KY","JOHNSON",-82.832,37.846,1.792
"1058",21,117,"KY","KENTON",-84.533,38.933,1.97141
"1059",21,119,"KY","KNOTT",-82.954,37.354,1.75984
"1060",21,121,"KY","KNOX",-83.855,36.89,1.97419
"1061",21,123,"KY","LARUE",-85.698,37.546,1.86617
"1062",21,125,"KY","LAUREL",-84.118,37.111,1.79568
"1063",21,127,"KY","LAWRENCE",-82.735,38.068,1.87235
"1064",21,129,"KY","LEE",-83.716,37.595,2.14564
"1065",21,131,"KY","LESLIE",-83.382,37.095,1.61865
"1066",21,133,"KY","LETCHER",-82.855,37.121,1.7004
"1067",21,135,"KY","LEWIS",-83.378,38.531,2.46674
"1068",21,137,"KY","LINCOLN",-84.661,37.455,2.06987
"1069",21,139,"KY","LIVINGSTON",-88.353,37.207,2.0972
"1070",21,141,"KY","LOGAN",-86.879,36.86,2.10074
"1071",21,143,"KY","LYON",-88.083,37.019,1.8657
"1072",21,145,"KY","MCCRACKEN",-88.712,37.054,2.35132
"1073",21,147,"KY","MCCREARY",-84.484,36.737,1.49228
"1074",21,149,"KY","MCLEAN",-87.263,37.529,2.18407
"1075",21,151,"KY","MADISON",-84.279,37.719,2.00331
"1076",21,153,"KY","MAGOFFIN",-83.065,37.706,1.86492
"1077",21,155,"KY","MARION",-85.269,37.552,2.30185
"1078",21,157,"KY","MARSHALL",-88.33,36.883,2.20618
"1079",21,159,"KY","MARTIN",-82.513,37.802,1.7209
"1080",21,161,"KY","MASON",-83.824,38.595,2.22387
"1081",21,163,"KY","MEADE",-86.222,37.975,1.99807
"1082",21,165,"KY","MENIFEE",-83.599,37.941,1.49589
"1083",21,167,"KY","MERCER",-84.876,37.811,1.9669
"1084",21,169,"KY","METCALFE",-85.629,36.99,1.95086
"1085",21,171,"KY","MONROE",-85.717,36.712,1.9155
"1086",21,173,"KY","MONTGOMERY",-83.913,38.033,2.22874
"1087",21,175,"KY","MORGAN",-83.259,37.922,1.95171
"1088",21,177,"KY","MUHLENBERG",-87.142,37.216,2.14623
"1089",21,179,"KY","NELSON",-85.466,37.805,2.18126
"1090",21,181,"KY","NICHOLAS",-84.016,38.335,1.85543
"1091",21,183,"KY","OHIO",-86.849,37.479,2.10951
"1092",21,185,"KY","OLDHAM",-85.448,38.4,1.81785
"1093",21,187,"KY","OWEN",-84.829,38.519,1.76776
"1094",21,189,"KY","OWSLEY",-83.683,37.419,2.16428
"1095",21,191,"KY","PENDLETON",-84.36,38.695,1.80995
"1096",21,193,"KY","PERRY",-83.221,37.245,1.73791
"1097",21,195,"KY","PIKE",-82.396,37.469,1.69863
"1098",21,197,"KY","POWELL",-83.824,37.831,2.14145
"1099",21,199,"KY","PULASKI",-84.577,37.104,1.97649
"1100",21,201,"KY","ROBERTSON",-84.052,38.519,1.91457
"1101",21,203,"KY","ROCKCASTLE",-84.316,37.365,1.85693
"1102",21,205,"KY","ROWAN",-83.421,38.196,1.78144
"1103",21,207,"KY","RUSSELL",-85.059,36.991,1.89527
"1104",21,209,"KY","SCOTT",-84.584,38.291,1.90448
"1105",21,211,"KY","SHELBY",-85.195,38.215,1.79191
"1106",21,213,"KY","SIMPSON",-86.582,36.742,2.28024
"1107",21,215,"KY","SPENCER",-85.328,38.032,1.81619
"1108",21,217,"KY","TAYLOR",-85.328,37.366,1.87035
"1109",21,219,"KY","TODD",-87.179,36.836,2.1271
"1110",21,221,"KY","TRIGG",-87.874,36.806,1.77083
"1111",21,223,"KY","TRIMBLE",-85.338,38.612,1.69597
"1112",21,225,"KY","UNION",-87.945,37.66,2.16076
"1113",21,227,"KY","WARREN",-86.423,36.992,2.30826
"1114",21,229,"KY","WASHINGTON",-85.175,37.753,1.78888
"1115",21,231,"KY","WAYNE",-84.828,36.801,1.72944
"1116",21,233,"KY","WEBSTER",-87.682,37.519,2.13629
"1117",21,235,"KY","WHITLEY",-84.145,36.758,1.82764
"1118",21,237,"KY","WOLFE",-83.493,37.739,1.84093
"1119",21,239,"KY","WOODFORD",-84.743,38.042,1.96276
"1120",22,1,"LA","ACADIA",-92.412,30.291,2.00736
"1121",22,3,"LA","ALLEN",-92.828,30.653,1.72085
"1122",22,5,"LA","ASCENSION",-90.911,30.203,1.5961
"1123",22,7,"LA","ASSUMPTION",-91.063,29.901,1.29525
"1124",22,9,"LA","AVOYELLES",-92.001,31.073,1.92709
"1125",22,11,"LA","BEAUREGARD",-93.343,30.648,1.62676
"1126",22,13,"LA","BIENVILLE",-93.054,32.347,1.39401
"1127",22,15,"LA","BOSSIER",-93.604,32.678,1.62853
"1128",22,17,"LA","CADDO",-93.882,32.579,1.53892
"1129",22,19,"LA","CALCASIEU",-93.358,30.229,1.42627
"1130",22,21,"LA","CALDWELL",-92.116,32.092,1.55686
"1131",22,23,"LA","CAMERON",-93.198,29.847,0.932734
"1132",22,25,"LA","CATAHOULA",-91.85,31.656,1.74462
"1133",22,27,"LA","CLAIBORNE",-92.996,32.822,1.54062
"1134",22,29,"LA","CONCORDIA",-91.639,31.458,1.85776
"1135",22,31,"LA","DESOTO",-93.737,32.055,1.48886
"1136",22,33,"LA","EASTBATONROUGE",-91.095,30.539,1.82058
"1137",22,35,"LA","EASTCARROLL",-91.237,32.731,1.83328
"1138",22,37,"LA","EASTFELICIANA",-91.046,30.845,1.97884
"1139",22,39,"LA","EVANGELINE",-92.406,30.729,1.94582
"1140",22,41,"LA","FRANKLIN",-91.673,32.133,1.71133
"1141",22,43,"LA","GRANT",-92.556,31.599,1.49623
"1142",22,45,"LA","IBERIA",-91.764,29.759,1.43747
"1143",22,47,"LA","IBERVILLE",-91.349,30.259,1.5595
"1144",22,49,"LA","JACKSON",-92.558,32.302,1.46782
"1145",22,51,"LA","JEFFERSON",-90.109,29.723,0.479805
"1146",22,53,"LA","JEFFERSONDAVIS",-92.814,30.268,1.76126
"1147",22,55,"LA","LAFAYETTE",-92.063,30.207,2.19646
"1148",22,57,"LA","LAFOURCHE",-90.402,29.5,0.776373
"1149",22,59,"LA","LASALLE",-92.16,31.677,1.47292
"1150",22,61,"LA","LINCOLN",-92.664,32.601,1.45055
"1151",22,63,"LA","LIVINGSTON",-90.724,30.438,1.41251
"1152",22,65,"LA","MADISON",-91.246,32.366,1.59096
"1153",22,65,"LA","MADISON",-91.032,32.147,1.59096
"1154",22,67,"LA","MOREHOUSE",-91.801,32.821,1.58299
"1155",22,69,"LA","NATCHITOCHES",-93.096,31.723,1.4917
"1156",22,71,"LA","ORLEANS",-89.931,30.068,0.548462
"1157",22,73,"LA","OUACHITA",-92.155,32.479,1.37642
"1158",22,75,"LA","PLAQUEMINES",-89.484,29.391,0.489511
"1159",22,77,"LA","POINTECOUPEE",-91.601,30.706,1.88493
"1160",22,79,"LA","RAPIDES",-92.533,31.198,1.65895
"1161",22,81,"LA","REDRIVER",-93.339,32.093,1.46691
"1162",22,83,"LA","RICHLAND",-91.764,32.418,1.67067
"1163",22,85,"LA","SABINE",-93.553,31.565,1.35523
"1164",22,87,"LA","STBERNARD",-89.462,29.911,0.439891
"1165",22,87,"LA","STBERNARD",-88.908,29.853,0.439891
"1166",22,89,"LA","STCHARLES",-90.358,29.913,0.790648
"1167",22,91,"LA","STHELENA",-90.71,30.822,1.77713
"1168",22,93,"LA","STJAMES",-90.796,30.026,1.42758
"1169",22,95,"LA","STJOHNTHEBAPTIST",-90.507,30.114,1.08596
"1170",22,97,"LA","STLANDRY",-92.006,30.599,1.91625
"1171",22,99,"LA","STMARTIN",-91.27,29.846,1.7364
"1172",22,99,"LA","STMARTIN",-91.726,30.228,1.7364
"1173",22,101,"LA","STMARY",-91.475,29.634,1.12237
"1174",22,103,"LA","STTAMMANY",-89.96,30.404,1.25196
"1175",22,105,"LA","TANGIPAHOA",-90.408,30.634,1.43185
"1176",22,107,"LA","TENSAS",-91.339,32.001,1.63426
"1177",22,109,"LA","TERREBONNE",-90.834,29.339,0.525773
"1178",22,111,"LA","UNION",-92.375,32.832,1.38023
"1179",22,113,"LA","VERMILION",-92.303,29.807,1.34382
"1180",22,115,"LA","VERNON",-93.184,31.108,1.46987
"1181",22,117,"LA","WASHINGTON",-90.041,30.853,1.544
"1182",22,119,"LA","WEBSTER",-93.335,32.713,1.38832
"1183",22,121,"LA","WESTBATONROUGE",-91.312,30.463,1.85307
"1184",22,123,"LA","WESTCARROLL",-91.456,32.788,1.92686
"1185",22,125,"LA","WESTFELICIANA",-91.696,31.023,1.90078
"1186",22,125,"LA","WESTFELICIANA",-91.415,30.877,1.90078
"1187",22,127,"LA","WINN",-92.637,31.944,1.40051
"1188",23,1,"ME","ANDROSCOGGIN",-70.207,44.166,2.44824
"1189",23,3,"ME","AROOSTOOK",-68.599,46.658,0.774431
"1190",23,5,"ME","CUMBERLAND",-70.331,43.806,3.25287
"1191",23,7,"ME","FRANKLIN",-70.443,44.973,1.46844
"1192",23,9,"ME","HANCOCK",-68.369,44.565,2.06677
"1193",23,11,"ME","KENNEBEC",-69.768,44.409,1.71544
"1194",23,13,"ME","KNOX",-69.045,44.051,1.81904
"1195",23,15,"ME","LINCOLN",-69.529,43.999,1.83276
"1196",23,17,"ME","OXFORD",-70.757,44.5,2.18004
"1197",23,19,"ME","PENOBSCOT",-68.65,45.401,1.29388
"1198",23,21,"ME","PISCATAQUIS",-69.286,45.837,0.945979
"1199",23,23,"ME","SAGADAHOC",-69.842,43.914,2.00772
"1200",23,25,"ME","SOMERSET",-69.959,45.512,1.06109
"1201",23,27,"ME","WALDO",-69.122,44.485,1.57382
"1202",23,29,"ME","WASHINGTON",-67.611,44.97,1.49904
"1203",23,31,"ME","YORK",-70.67,43.436,3.3112
"1204",24,1,"MD","ALLEGANY",-78.699,39.622,1.94127
"1205",24,3,"MD","ANNEARUNDEL",-76.568,38.994,1.58514
"1206",24,5,"MD","BALTIMORE",-76.617,39.443,2.22448
"1207",24,9,"MD","CALVERT",-76.531,38.535,1.19917
"1208",24,11,"MD","CAROLINE",-75.832,38.872,1.20585
"1209",24,13,"MD","CARROLL",-77.023,39.563,2.37807
"1210",24,15,"MD","CECIL",-75.948,39.562,1.69078
"1211",24,17,"MD","CHARLES",-77.014,38.473,1.4156
"1212",24,19,"MD","DORCHESTER",-76.084,38.422,1.06637
"1213",24,21,"MD","FREDERICK",-77.399,39.472,1.8755
"1214",24,23,"MD","GARRETT",-79.274,39.529,1.62861
"1215",24,25,"MD","HARFORD",-76.3,39.537,2.02513
"1216",24,27,"MD","HOWARD",-76.931,39.251,2.13272
"1217",24,29,"MD","KENT",-76.097,39.235,1.59139
"1218",24,31,"MD","MONTGOMERY",-77.204,39.137,1.9499
"1219",24,33,"MD","PRINCEGEORGES",-76.848,38.83,0
"1220",24,35,"MD","QUEENANNES",-76.085,39.037,0
"1221",24,37,"MD","STMARYS",-76.529,38.216,0
"1222",24,39,"MD","SOMERSET",-75.853,38.08,0.960753
"1223",24,41,"MD","TALBOT",-76.179,38.748,1.47058
"1224",24,43,"MD","WASHINGTON",-77.815,39.604,2.23125
"1225",24,45,"MD","WICOMICO",-75.632,38.369,0.822856
"1226",24,47,"MD","WORCESTER",-75.298,38.216,0.913133
"1227",24,510,"MD","XBALTIMORE",-76.611,39.301,1.57909
"1228",25,1,"MA","BARNSTABLE",-70.257,41.777,0
"1229",25,3,"MA","BERKSHIRE",-73.207,42.371,1.61977
"1230",25,5,"MA","BRISTOL",-71.089,41.757,1.68913
"1231",25,7,"MA","DUKES",-70.703,41.398,0
"1232",25,9,"MA","ESSEX",-70.905,42.639,2.00698
"1233",25,11,"MA","FRANKLIN",-72.592,42.583,1.69334
"1234",25,13,"MA","HAMPDEN",-72.632,42.135,1.96705
"1235",25,15,"MA","HAMPSHIRE",-72.664,42.34,1.82664
"1236",25,17,"MA","MIDDLESEX",-71.392,42.485,2.43343
"1237",25,19,"MA","NANTUCKET",-70.177,41.304,0
"1238",25,21,"MA","NORFOLK",-70.776,42.289,2.04101
"1239",25,21,"MA","NORFOLK",-71.217,42.159,2.04101
"1240",25,21,"MA","NORFOLK",-71.141,42.324,2.04101
"1241",25,23,"MA","PLYMOUTH",-70.736,41.987,1.42956
"1242",25,25,"MA","SUFFOLK",-70.982,42.349,0
"1243",25,27,"MA","WORCESTER",-71.908,42.351,2.5116
"1244",26,1,"MI","ALCONA",-83.129,44.684,0.588574
"1245",26,3,"MI","ALGER",-86.572,46.948,0.319494
"1246",26,5,"MI","ALLEGAN",-86.291,42.593,0.650564
"1247",26,7,"MI","ALPENA",-83.165,45.031,0.593462
"1248",26,9,"MI","ANTRIM",-85.177,45.008,0.491954
"1249",26,11,"MI","ARENAC",-83.747,44.043,0.770969
"1250",26,13,"MI","BARAGA",-88.352,46.7,0.869524
"1251",26,15,"MI","BARRY",-85.309,42.595,0.870902
"1252",26,17,"MI","BAY",-83.942,43.721,0.773668
"1253",26,19,"MI","BENZIE",-86.301,44.644,0.534249
"1254",26,21,"MI","BERRIEN",-86.685,41.996,0.956569
"1255",26,23,"MI","BRANCH",-85.059,41.916,1.0596
"1256",26,25,"MI","CALHOUN",-85.006,42.247,0.873459
"1257",26,27,"MI","CASS",-85.994,41.915,0.828133
"1258",26,29,"MI","CHARLEVOIX",-85.374,45.503,0.435502
"1259",26,31,"MI","CHEBOYGAN",-84.492,45.475,0.399513
"1260",26,33,"MI","CHIPPEWA",-84.536,46.335,0.421763
"1261",26,35,"MI","CLARE",-84.848,43.988,0.624209
"1262",26,37,"MI","CLINTON",-84.602,42.944,1.30146
"1263",26,39,"MI","CRAWFORD",-84.61,44.684,0.479326
"1264",26,41,"MI","DELTA",-86.871,45.791,0.46879
"1265",26,43,"MI","DICKINSON",-87.87,46.009,0.754613
"1266",26,45,"MI","EATON",-84.838,42.596,1.06434
"1267",26,47,"MI","EMMET",-84.977,45.587,0.360737
"1268",26,49,"MI","GENESEE",-83.707,43.022,1.21428
"1269",26,51,"MI","GLADWIN",-84.388,43.991,0.679935
"1270",26,53,"MI","GOGEBIC",-89.795,46.496,0.853045
"1271",26,55,"MI","GRANDTRAVERSE",-85.552,44.715,0.505613
"1272",26,57,"MI","GRATIOT",-84.605,43.293,0.927678
"1273",26,59,"MI","HILLSDALE",-84.593,41.888,1.3818
"1274",26,61,"MI","HOUGHTON",-88.652,46.992,0.675901
"1275",26,63,"MI","HURON",-82.856,43.91,1.1436
"1276",26,65,"MI","INGHAM",-84.374,42.597,0.967052
"1277",26,67,"MI","IONIA",-85.075,42.945,1.05955
"1278",26,69,"MI","IOSCO",-83.085,44.337,0.708519
"1279",26,71,"MI","IRON",-88.531,46.209,0.957869
"1280",26,73,"MI","ISABELLA",-84.847,43.641,0.695222
"1281",26,75,"MI","JACKSON",-84.423,42.248,0.900237
"1282",26,77,"MI","KALAMAZOO",-85.531,42.245,0.83631
"1283",26,79,"MI","KALKASKA",-85.09,44.685,0.425264
"1284",26,81,"MI","KENT",-85.549,43.032,0.817227
"1285",26,83,"MI","KEWEENAW",-88.252,47.715,0.427281
"1286",26,85,"MI","LAKE",-85.802,43.99,0.560712
"1287",26,87,"MI","LAPEER",-83.222,43.09,1.13424
"1288",26,89,"MI","LEELANAU",-86.037,45.151,0.537899
"1289",26,91,"MI","LENAWEE",-84.066,41.895,1.88864
"1290",26,93,"MI","LIVINGSTON",-83.912,42.603,0.873147
"1291",26,95,"MI","LUCE",-85.564,46.714,0.253338
"1292",26,97,"MI","MACKINAC",-85.011,46,0.395514
"1293",26,99,"MI","MACOMB",-82.91,42.673,1.33457
"1294",26,101,"MI","MANISTEE",-86.364,44.343,0.628211
"1295",26,103,"MI","MARQUETTE",-87.573,46.663,0.707275
"1296",26,105,"MI","MASON",-86.544,43.996,0.596262
"1297",26,107,"MI","MECOSTA",-85.325,43.641,0.488861
"1298",26,109,"MI","MENOMINEE",-87.509,45.525,0.582969
"1299",26,111,"MI","MIDLAND",-84.388,43.647,0.516539
"1300",26,113,"MI","MISSAUKEE",-85.095,44.337,0.652392
"1301",26,115,"MI","MONROE",-83.494,41.921,1.59784
"1302",26,117,"MI","MONTCALM",-85.152,43.311,0.629849
"1303",26,119,"MI","MONTMORENCY",-84.127,45.028,0.498251
"1304",26,121,"MI","MUSKEGON",-86.533,43.29,0.395052
"1305",26,123,"MI","NEWAYGO",-85.801,43.554,0.43939
"1306",26,125,"MI","OAKLAND",-83.386,42.66,1.04521
"1307",26,127,"MI","OCEANA",-86.581,43.645,0.416704
"1308",26,129,"MI","OGEMAW",-84.127,44.335,0.82719
"1309",26,131,"MI","ONTONAGON",-89.435,47.022,1.03563
"1310",26,133,"MI","OSCEOLA",-85.325,43.99,0.680753
"1311",26,135,"MI","OSCODA",-84.13,44.682,0.543003
"1312",26,137,"MI","OTSEGO",-84.599,45.021,0.51446
"1313",26,139,"MI","OTTAWA",-86.422,42.948,0.665198
"1314",26,141,"MI","PRESQUEISLE",-83.532,45.45,0.526835
"1315",26,143,"MI","ROSCOMMON",-84.612,44.336,0.578302
"1316",26,145,"MI","SAGINAW",-84.053,43.335,0.87917
"1317",26,147,"MI","STCLAIR",-82.665,42.931,1.43149
