"","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county"
"6472",6472,"MO","MO",29,63090,4,1,0,2,"Y",NA," 4",2," 21",1530,1530,121887,122087,5.3,11.5,447.627412,0,0,71,"FRANKLIN            "
"6473",6473,"MO","MO",29,63090,4,1,0,7,"Y",NA," 5",2," 27",1640,1640,122987,123187,2.6,10.6,430.944809,0,0,71,"FRANKLIN            "
"6474",6474,"MO","MO",29,63090,4,1,1,1,"Y",NA," 2",2," 36",1145,1145,12488,12688,2.7,7.9,438.808346,0,0,71,"FRANKLIN            "
"6475",6475,"MO","MO",29,63090,4,1,0,4,"Y",NA," 5",2," 47",800,800,12388,12588,0.8,22.8,430.944809,0,0,71,"FRANKLIN            "
"6476",6476,"MO","MO",29,63090,4,5,0,4,"Y",NA," 4",2," 52",1815,1822,20288,20288,1.8,17.6,447.627412,0,0,71,"FRANKLIN            "
"6477",6477,"MO","MO",29,63090,4,1,1,1,"N",NA," 3",2," 54",0,0,20288,21188,2.6,13.9,426.798855,0,0,71,"FRANKLIN            "
"6478",6478,"MO","MO",29,63090,4,1,0,4,"Y",NA," 2",2," 71",1930,2130,21088,21288,2.6,9,438.808346,0,0,71,"FRANKLIN            "
"6479",6479,"MO","MO",29,63090,4,1,0,4,"Y",NA," 5",2," 72",840,545,21388,21588,1.6,14.7,430.944809,0,0,71,"FRANKLIN            "
"6480",6480,"MO","MO",29,63090,4,1,0,2,"Y",NA," 3",2," 79",1720,1500,21788,22088,1.5,16.3,426.798855,0,0,71,"FRANKLIN            "
"6481",6481,"MO","MO",29,63090,4,1,1,2,"N",NA," 5",2," 89",1930,1930,22188,22388,0.6,28.6,430.944809,0,0,71,"FRANKLIN            "
"6482",6482,"MO","MO",29,63090,4,1,0,4,"Y",NA," 1",2," 88",700,700,30388,30388,1.7,14.5,443.843704,0,0,71,"FRANKLIN            "
"6483",6483,"MO","MO",29,63090,4,1,0,4,"Y",NA," 3",2,"  1",1530,1630,31088,31288,1.1,24.1,426.798855,0,0,71,"FRANKLIN            "
"6484",6484,"MO","MO",29,63090,4,1,0,2,"Y",NA," 5",2,"  1",1945,1945,30388,31088,1.9,15.8,430.944809,0,0,71,"FRANKLIN            "
"6485",6485,"MO","MO",29,63090,4,1,0,4,"Y",NA," 2",2,"  8",900,900,40488,40488,3.1,7.6,438.808346,0,0,71,"FRANKLIN            "
"6486",6486,"MO","MO",29,65014,3,1,1,3,"N",NA," 5",2," 81",1600,1600,21988,22188,0.1,0,430.944809,0,0,73,"GASCONADE           "
"6487",6487,"MO","MO",29,65014,3,1,0,4,"Y",NA," 2",2,"  6",1930,1930,31488,31688,1.2,25.3,438.808346,0,0,73,"GASCONADE           "
"6488",6488,"MO","MO",29,65041,3,1,1,3,"N",NA," 2",2," 68",1830,1930,20288,20288,0.5,37.6,438.808346,0,0,73,"GASCONADE           "
"6489",6489,"MO","MO",29,65066,3,1,0,0,"Y",NA," 4",2," 38",1000,1000,11088,11288,0.9,19.6,447.627412,0,0,73,"GASCONADE           "
"6490",6490,"MO","MO",29,65066,3,1,0,4,"Y",NA," 3",2," 56",720,720,20288,20288,0.7,23.5,426.798855,0,0,73,"GASCONADE           "
"6491",6491,"MO","MO",29,65066,3,1,0,4,"Y",NA," 3",2," 64",1700,1800,21388,21588,0.5,34,426.798855,0,0,73,"GASCONADE           "
"6492",6492,"MO","MO",29,65066,3,1,1,3,"Y",NA," 1",2," 73",830,830,30388,30388,0.1,0,443.843704,0,0,73,"GASCONADE           "
"6493",6493,"MO","MO",29,64402,1,1,0,2," ",NA," 5",3," 31",1700,1700,10188,11088,2.4,8.7,789.098054,0,0,75,"GENTRY              "
"6494",6494,"MO","MO",29,64402,1,1,0,2,"Y",NA," 2",3," 50",2210,2200,12488,12688,6,4.3,896.260669,0,0,75,"GENTRY              "
"6495",6495,"MO","MO",29,64402,1,1,1,3,"Y",NA," 4",3," 95",900,900,40488,40488,0.9,24.8,884.216018,0,0,75,"GENTRY              "
"6496",6496,"MO","MO",29,64463,1,1,1,1,"N",NA," 3",3," 59",900,900,13088,20288,0.8,28.9,949.151368,0,0,75,"GENTRY              "
"6497",6497,"MO","MO",29,64489,1,1,0,4,"Y",NA," 1",3," 43",930,930,12288,12488,1.1,16.2,893.340934,0,0,75,"GENTRY              "
"6498",6498,"MO","MO",29,65604,5,1,1,7,"N",NA," 2",3," 63",1300,1300,21888,22088,0.5,0,896.260669,0,0,77,"GREENE              "
"6499",6499,"MO","MO",29,65619,5,1,1,1,"N",NA," 4",3," 22",1830,1930,122087,122287,1.4,24.3,884.216018,0,0,77,"GREENE              "
"6500",6500,"MO","MO",29,65619,5,1,0,4,"Y",NA," 5",3," 72",1030,1030,22488,22688,1.6,16.1,789.098054,0,0,77,"GREENE              "
"6501",6501,"MO","MO",29,65738,5,1,1,1,"N",NA," 5",3," 35",1430,1430,10188,11188,4.3,5.9,789.098054,0,0,77,"GREENE              "
"6502",6502,"MO","MO",29,65742,5,0,0,0,"N",NA," 3",3," 66",1925,1930,20288,20288,5.4,5.3,949.151368,0,0,77,"GREENE              "
"6503",6503,"MO","MO",29,65757,5,1,0,4,"Y",NA," 1",3,"  5",1330,1330,41188,41388,2.5,8.3,893.340934,0,0,77,"GREENE              "
"6504",6504,"MO","MO",29,65781,5,1,1,0,"N",NA," 1",3," 80",755,755,21488,21688,1,18.8,893.340934,0,0,77,"GREENE              "
"6505",6505,"MO","MO",29,65781,5,1,1,2,"N",NA," 2",3," 80",1930,1915,22188,22388,1.3,15.4,896.260669,0,0,77,"GREENE              "
"6506",6506,"MO","MO",29,65802,5,1,1,2,"N",NA," 3",3," 26",1000,1000,10188,10188,4.5,6.3,949.151368,0,0,77,"GREENE              "
"6507",6507,"MO","MO",29,65802,5,1,0,3,"Y",NA," 1",3,"  3",1330,1330,30388,31088,1.3,32.2,893.340934,0,0,77,"GREENE              "
"6508",6508,"MO","MO",29,65803,5,1,1,7,"N",NA," 2",3," 31",1030,1030,11688,11888,1.3,15.5,896.260669,0,0,77,"GREENE              "
"6509",6509,"MO","MO",29,65803,5,1,1,1,"N",NA," 3",3," 71",1800,1830,21088,21288,0.6,54.8,949.151368,0,0,77,"GREENE              "
"6510",6510,"MO","MO",29,65803,5,1,1,1,"N",NA," 5",3," 77",1520,1520,21788,21988,3.1,7.1,789.098054,1,0,77,"GREENE              "
"6511",6511,"MO","MO",29,65803,5,1,1,3," ",NA," 2",3," 71",830,830,22288,22488,0.9,19.1,896.260669,0,0,77,"GREENE              "
"6512",6512,"MO","MO",29,65803,5,0,1,0,"Y",NA," 2",3," 79",800,800,22088,22288,2.7,7.9,896.260669,0,0,77,"GREENE              "
"6513",6513,"MO","MO",29,65803,5,1,1,3,"Y",NA," 2",3," 82",1230,1800,21888,22088,1.2,19.7,896.260669,0,0,77,"GREENE              "
"6514",6514,"MO","MO",29,65804,5,1,1,1,"N",NA," 4",3," 27",830,830,123087,10188,6,12,884.216018,0,0,77,"GREENE              "
"6515",6515,"MO","MO",29,65804,5,1,1,7,"N",NA," 4",3," 34",2300,2300,11288,11488,1.4,20.2,884.216018,0,0,77,"GREENE              "
"6516",6516,"MO","MO",29,65804,5,1,0,4,"Y",NA," 2",3," 37",2155,2205,10188,11188,1.3,15.1,896.260669,1,0,77,"GREENE              "
"6517",6517,"MO","MO",29,65804,5,1,0,7,"Y",NA," 3",3," 52",800,800,13188,20288,2.5,9.6,949.151368,0,0,77,"GREENE              "
"6518",6518,"MO","MO",29,65804,5,1,0,2,"Y",NA," 4",3," 54",1700,1712,13188,20288,4.4,5.8,884.216018,0,0,77,"GREENE              "
"6519",6519,"MO","MO",29,65804,5,1,1,3,"Y",NA," 3",3," 58",748,748,20288,20288,3.5,6.8,949.151368,0,0,77,"GREENE              "
"6520",6520,"MO","MO",29,65804,5,1,1,3,"N",NA," 5",3," 61",1145,1145,20288,20288,1.5,13.2,789.098054,0,0,77,"GREENE              "
"6521",6521,"MO","MO",29,65804,5,1,1,2,"N",NA," 2",3," 62",1000,1700,20288,20288,2.6,8.6,896.260669,0,0,77,"GREENE              "
"6522",6522,"MO","MO",29,65804,5,1,0,0,"Y",NA," 3",3," 62",735,744,20288,21188,5.9,6.8,949.151368,0,0,77,"GREENE              "
"6523",6523,"MO","MO",29,65804,5,1,0,4,"Y",NA," 2",3," 76",1000,930,21388,21588,51.8,1.2,896.260669,0,0,77,"GREENE              "
"6524",6524,"MO","MO",29,65804,5,1,0,4,"Y",NA," 1",3," 78",900,900,31088,31288,2.6,13.9,893.340934,0,0,77,"GREENE              "
"6525",6525,"MO","MO",29,65804,5,1,1,1,"N",NA," 1",3," 94",1045,1145,40488,40488,1,18.3,893.340934,0,0,77,"GREENE              "
"6526",6526,"MO","MO",29,65806,5,1,1,3,"N",NA," 5",3," 34",645,750,11388,11588,2.5,11.3,789.098054,0,0,77,"GREENE              "
"6527",6527,"MO","MO",29,65806,5,1,1,1,"N",NA," 5",3," 69",1100,2230,21088,21288,2.2,12.1,789.098054,0,0,77,"GREENE              "
"6528",6528,"MO","MO",29,65807,5,1,0,2,"N",NA," 1",3," 21",1500,1510,121887,122087,2.2,8.2,893.340934,0,0,77,"GREENE              "
"6529",6529,"MO","MO",29,65807,5,1,1,3,"N",NA," 4",3," 26",2110,2110,122087,122287,1.8,19.4,884.216018,0,0,77,"GREENE              "
"6530",6530,"MO","MO",29,65807,5,1,1,3,"N",NA," 3",3," 45",1920,1830,20288,20288,5.7,4.4,949.151368,1,0,77,"GREENE              "
"6531",6531,"MO","MO",29,65807,5,1,0,4,"Y",NA," 1",3," 63",1830,1842,20288,20288,8.1,3.7,893.340934,0,0,77,"GREENE              "
"6532",6532,"MO","MO",29,65807,5,1,0,4,"Y",NA," 3",3," 67",1500,1500,20288,20288,6.9,3.7,949.151368,0,0,77,"GREENE              "
"6533",6533,"MO","MO",29,65807,5,1,1,3,"N",NA," 4",3," 71",1430,1430,22188,22388,2.9,7.2,884.216018,0,0,77,"GREENE              "
"6534",6534,"MO","MO",29,65807,5,1,1,1,"N",NA," 5",3," 87",1900,1900,22188,22388,1,20.8,789.098054,0,0,77,"GREENE              "
"6535",6535,"MO","MO",29,65807,5,1,1,3,"N",NA," 1",3," 88",1615,1605,21988,22188,0.7,30.1,893.340934,0,0,77,"GREENE              "
"6536",6536,"MO","MO",29,65807,5,1,1,2,"N",NA," 5",3," 86",1500,1530,22788,22988,1.1,17.6,789.098054,0,0,77,"GREENE              "
"6537",6537,"MO","MO",29,65807,5,1,1,3,"N",NA," 4",3," 92",2100,625,41088,41388,1.4,12.8,884.216018,0,0,77,"GREENE              "
"6538",6538,"MO","MO",29,65807,5,1,0,4,"Y",NA," 1",3,"  1",1730,1730,30388,30388,1.4,14.1,893.340934,0,0,77,"GREENE              "
"6539",6539,"MO","MO",29,65808,5,1,1,7,"N",NA," 1",3," 96",2000,2000,40488,40488,2,13.7,893.340934,0,0,77,"GREENE              "
"6540",6540,"MO","MO",29,64642,2,1,1,1,"N",NA," 2",2," 65",930,930,21788,21988,1.7,13.5,438.808346,0,0,79,"GRUNDY              "
"6541",6541,"MO","MO",29,64683,2,1,0,2,"Y",NA," 4",3," 30",1017,1015,10188,10188,0.9,41.6,884.216018,0,0,79,"GRUNDY              "
"6542",6542,"MO","MO",29,64683,2,1,0,4,"Y",NA," 1",3," 25",2200,2200,11388,11588,0.9,35.6,893.340934,0,0,79,"GRUNDY              "
"6543",6543,"MO","MO",29,64683,2,0,1,0," ",NA," 5",3," 53",800,1700,13088,20288,1.6,14.3,789.098054,0,0,79,"GRUNDY              "
"6544",6544,"MO","MO",29,64424,1,1,1,3,"N",NA," 4",2," 55",1530,1645,20288,20288,1.7,17.7,447.627412,0,0,81,"HARRISON            "
"6545",6545,"MO","MO",29,64424,1,1,1,1,"N",NA," 3",2," 84",1245,1245,22388,22588,3.3,9.2,426.798855,0,0,81,"HARRISON            "
"6546",6546,"MO","MO",29,64424,1,1,0,4,"Y",NA," 1",2," 88",1230,1400,32288,32588,9.7,3.6,443.843704,0,0,81,"HARRISON            "
"6547",6547,"MO","MO",29,64442,1,1,1,3,"Y",NA," 3",2," 67",1700,1700,20288,20288,1.7,13.3,426.798855,0,0,81,"HARRISON            "
"6548",6548,"MO","MO",29,64632,1,1,1,1,"N",NA," 2",2," 92",1820,2045,32088,32288,2.2,10.2,438.808346,0,0,81,"HARRISON            "
"6549",6549,"MO","MO",29,64642,1,1,0,3,"N",NA," 1",2," 67",1800,1800,20288,21488,1.4,28,443.843704,0,0,81,"HARRISON            "
"6550",6550,"MO","MO",29,64735,5,1,1,2,"Y",NA," 5",1," 29",1147,1232,122687,122887,1,20.9,183.077626,0,0,83,"HENRY               "
"6551",6551,"MO","MO",29,64735,5,1,0,2,"Y",NA," 5",1," 34",1700,1700,10188,11088,1.5,15.8,183.077626,0,0,83,"HENRY               "
"6552",6552,"MO","MO",29,64735,5,1,1,1,"N",NA," 4",1," 41",1545,1545,12088,12288,1.6,15.2,195.071532,0,0,83,"HENRY               "
"6553",6553,"MO","MO",29,64735,5,1,0,4,"Y",NA," 1",1," 42",1545,1545,12088,12288,3.3,7.9,223.919879,0,0,83,"HENRY               "
"6554",6554,"MO","MO",29,64735,5,1,1,3,"N",NA," 3",1," 48",730,730,20288,20288,1.1,27.7,195.627538,0,0,83,"HENRY               "
"6555",6555,"MO","MO",29,64735,5,1,0,4,"Y",NA," 3",1," 49",2030,2038,12388,12588,2,10.8,195.627538,0,0,83,"HENRY               "
"6556",6556,"MO","MO",29,64735,5,1,1,1,"N",NA," 4",1," 50",930,930,12688,12888,3.8,8.7,195.071532,0,0,83,"HENRY               "
"6557",6557,"MO","MO",29,64735,5,1,1,3,"N",NA," 4",1," 77",1230,1700,21488,21688,1.3,16,195.071532,0,0,83,"HENRY               "
"6558",6558,"MO","MO",29,64735,5,1,0,4,"Y",NA," 2",1," 78",800,835,21988,22188,2,11.6,218.513343,0,0,83,"HENRY               "
"6559",6559,"MO","MO",29,64735,5,1,1,1,"N",NA," 4",1," 78",805,805,21388,21588,1.2,14.9,195.071532,0,0,83,"HENRY               "
"6560",6560,"MO","MO",29,64735,5,1,0,4," ",NA," 1",1," 52",0,1000,22488,22688,2.9,9.5,223.919879,0,0,83,"HENRY               "
"6561",6561,"MO","MO",29,64735,5,1,1,3,"N",NA," 5",1," 84",1515,1515,22088,22288,0.4,0,183.077626,0,0,83,"HENRY               "
"6562",6562,"MO","MO",29,64735,5,1,0,4,"Y",NA," 2",1," 88",1530,1530,22088,22288,1.8,14.2,218.513343,0,0,83,"HENRY               "
"6563",6563,"MO","MO",29,64735,5,1,1,2,"N",NA," 5",1," 94",2000,2000,32388,32588,0.3,0,183.077626,0,0,83,"HENRY               "
"6564",6564,"MO","MO",29,64735,5,1,0,4,"Y",NA," 2",1,"  2",730,730,30388,30388,3.1,7.8,218.513343,0,0,83,"HENRY               "
"6565",6565,"MO","MO",29,64735,5,0,1,0,"0",NA," 4",1,"  3",1201,1730,32088,32288,1,34.9,195.071532,0,0,83,"HENRY               "
"6566",6566,"MO","MO",29,64735,5,1,0,2,"Y",NA," 1",1,"  6",1300,1310,31488,31688,4.1,5.7,223.919879,0,0,83,"HENRY               "
"6567",6567,"MO","MO",29,64735,5,1,0,2,"Y",NA," 1",1,"  7",1900,2000,31788,31988,0.6,36.9,223.919879,0,0,83,"HENRY               "
"6568",6568,"MO","MO",29,64740,5,0,3,0," ",NA," 1",1," 27",1430,1415,10188,11088,0.8,20.7,223.919879,0,0,83,"HENRY               "
"6569",6569,"MO","MO",29,64770,5,1,1,3,"N",NA," 1",1," 71",2030,1953,22688,22888,0.6,34.3,223.919879,0,0,83,"HENRY               "
"6570",6570,"MO","MO",29,64770,5,1,1,1,"N",NA," 4",1," 79",1730,1730,21588,21788,1.1,26.5,195.071532,0,0,83,"HENRY               "
"6571",6571,"MO","MO",29,65360,5,1,1,7,"N",NA," 1",1," 37",1745,1730,10188,11188,0.9,21.9,223.919879,0,0,83,"HENRY               "
"6572",6572,"MO","MO",29,65360,5,1,1,3,"N",NA," 4",1," 58",1800,1800,12288,12488,0.4,0,195.071532,0,0,83,"HENRY               "
"6573",6573,"MO","MO",29,65360,5,1,0,4,"Y",NA," 5",1," 65",740,800,20288,21088,3,12.9,183.077626,0,0,83,"HENRY               "
"6574",6574,"MO","MO",29,65360,5,1,1,1,"N",NA," 2",1," 77",800,800,22388,22588,2.3,12.6,218.513343,0,0,83,"HENRY               "
"6575",6575,"MO","MO",29,65360,5,1,1,3,"N",NA," 4",1," 81",2040,2040,22388,22588,0.6,101.5,195.071532,0,0,83,"HENRY               "
"6576",6576,"MO","MO",29,65360,5,1,0,4,"Y",NA," 4",1," 95",1700,2030,40488,40488,0.9,25.3,195.071532,0,0,83,"HENRY               "
"6577",6577,"MO","MO",29,65360,5,0,0,0," ",NA," 3",1," 99",2000,2000,40488,40488,1.3,15.9,195.627538,0,0,83,"HENRY               "
"6578",6578,"MO","MO",29,65724,5,5,1,3,"N",NA," 5",2," 24",1305,1310,122887,123087,0.6,47.5,430.944809,0,0,85,"HICKORY             "
"6579",6579,"MO","MO",29,65732,5,1,0,4,"Y",NA," 4",2," 81",810,815,22088,22288,0.5,37.4,447.627412,0,0,85,"HICKORY             "
"6580",6580,"MO","MO",29,64425,1,5,1,3,"N",NA," 1",2," 92",900,900,32088,32288,0.3,0,443.843704,0,0,87,"HOLT                "
"6581",6581,"MO","MO",29,64470,1,1,0,4,"Y",NA," 5",2," 79",1030,910,22988,30388,3.3,10.9,430.944809,0,0,87,"HOLT                "
"6582",6582,"MO","MO",29,65248,3,1,1,1,"N",NA," 5",1," 21",1615,1615,121887,122087,1,24.7,183.077626,0,0,89,"HOWARD              "
"6583",6583,"MO","MO",29,65248,3,1,1,1,"N",NA," 3",1," 50",1215,1215,12388,12588,1.4,13.1,195.627538,0,0,89,"HOWARD              "
"6584",6584,"MO","MO",29,65248,3,1,1,7,"N",NA," 2",1," 63",1800,1900,21488,21688,1.1,15.5,218.513343,0,0,89,"HOWARD              "
"6585",6585,"MO","MO",29,65248,3,1,1,3,"N",NA," 3",1," 67",1817,1827,20288,20288,0.4,0,195.627538,0,0,89,"HOWARD              "
"6586",6586,"MO","MO",29,65254,3,1,0,4,"Y",NA," 2",1," 39",2000,2000,11088,11288,3.8,11.8,218.513343,0,0,89,"HOWARD              "
"6587",6587,"MO","MO",29,65254,3,1,1,7,"N",NA," 3",1," 51",1740,1740,20288,20288,0.4,0,195.627538,0,0,89,"HOWARD              "
"6588",6588,"MO","MO",29,65254,3,1,1,1,"Y",NA," 1",1," 79",1700,1700,21388,21588,1.9,11.8,223.919879,0,0,89,"HOWARD              "
"6589",6589,"MO","MO",29,65254,3,1,0,2,"Y",NA," 3",1," 89",2300,45,22988,30388,3,9.1,195.627538,0,0,89,"HOWARD              "
"6590",6590,"MO","MO",29,65254,3,1,0,2,"Y",NA," 2",1," 92",800,800,32088,32288,1.7,11.9,218.513343,0,0,89,"HOWARD              "
"6591",6591,"MO","MO",29,65274,3,1,0,7,"Y",NA," 1",1," 70",900,910,30388,30388,3.1,7,223.919879,0,0,89,"HOWARD              "
"6592",6592,"MO","MO",29,65548,6,1,1,1,"N",NA," 2",2," 77",831,1005,21588,21788,0.9,19.6,438.808346,0,0,91,"HOWELL              "
"6593",6593,"MO","MO",29,65775,6,1,1,1,"Y",NA," 4",2," 36",1100,1100,11088,11288,2.1,9,447.627412,0,0,91,"HOWELL              "
"6594",6594,"MO","MO",29,65775,6,1,0,4,"Y",NA," 2",2," 38",2330,2330,11188,11388,4.1,9.3,438.808346,0,0,91,"HOWELL              "
"6595",6595,"MO","MO",29,65775,6,1,1,1,"N",NA," 5",2," 60",630,630,20288,20288,5.7,5,430.944809,0,0,91,"HOWELL              "
"6596",6596,"MO","MO",29,65775,6,1,0,4,"Y",NA," 3",2," 67",1530,1530,20288,20288,12.5,2.8,426.798855,0,0,91,"HOWELL              "
"6597",6597,"MO","MO",29,65775,6,1,1,3,"N",NA," 4",2," 71",1930,1930,21088,21288,2.4,12.8,447.627412,0,0,91,"HOWELL              "
"6598",6598,"MO","MO",29,65775,6,1,0,2,"Y",NA," 5",2," 73",1945,2020,21788,21988,10.2,3.5,430.944809,0,0,91,"HOWELL              "
"6599",6599,"MO","MO",29,65775,6,1,1,3,"N",NA," 1",2," 51",1600,1600,22188,22388,0.3,0,443.843704,0,0,91,"HOWELL              "
"6600",6600,"MO","MO",29,65775,6,1,1,1,"N",NA," 2",2," 87",700,700,22788,22988,2.1,10,438.808346,0,0,91,"HOWELL              "
"6601",6601,"MO","MO",29,65775,6,1,0,2,"Y",NA," 1",2," 76",1000,1315,30388,30388,5.2,4.9,443.843704,0,0,91,"HOWELL              "
"6602",6602,"MO","MO",29,65775,6,1,1,3,"N",NA," 5",2," 92",930,930,40488,40488,0.8,22.8,430.944809,0,0,91,"HOWELL              "
"6603",6603,"MO","MO",29,65775,6,1,1,2,"N",NA," 4",2,"  6",2100,2030,31588,31888,3.8,6.4,447.627412,0,0,91,"HOWELL              "
"6604",6604,"MO","MO",29,65775,6,1,1,2,"Y",NA," 5",2,"  6",2230,2230,31588,31788,0.9,26.8,430.944809,0,0,91,"HOWELL              "
"6605",6605,"MO","MO",29,65793,6,1,1,2,"N",NA," 1",2," 32",800,800,11188,11388,1.8,9.5,443.843704,0,0,91,"HOWELL              "
"6606",6606,"MO","MO",29,65793,6,1,1,2,"N",NA," 4",2," 47",1645,1645,12688,12888,1.2,24.1,447.627412,0,0,91,"HOWELL              "
"6607",6607,"MO","MO",29,63620,6,1,1,3,"N",NA," 2",1," 57",1200,1200,20288,20288,0.6,28.4,218.513343,0,0,93,"IRON                "
"6608",6608,"MO","MO",29,63623,6,1,1,3,"N",NA," 3",1," 73",900,900,21588,21788,0.6,27.3,195.627538,0,0,93,"IRON                "
"6609",6609,"MO","MO",29,63623,6,2,1,2,"N",NA," 1",1," 81",1630,1800,22388,22588,0.6,43,223.919879,0,0,93,"IRON                "
"6610",6610,"MO","MO",29,63636,6,1,0,1,"Y",NA," 1",1," 58",1800,2000,12288,12588,1.5,12.5,223.919879,0,0,93,"IRON                "
"6611",6611,"MO","MO",29,63650,6,1,1,3,"N",NA," 2",1," 40",1900,1900,11088,11288,0.2,0,218.513343,0,0,93,"IRON                "
"6612",6612,"MO","MO",29,63650,6,1,1,3,"N",NA," 2",1," 90",2145,2145,22088,22288,1.5,12.1,218.513343,0,0,93,"IRON                "
"6613",6613,"MO","MO",29,63656,6,1,1,1,"N",NA," 3",1," 38",910,905,11088,11288,0.3,0,195.627538,0,0,93,"IRON                "
"6614",6614,"MO","MO",29,64015,1,1,0,7,"Y",NA," 4",2," 31",2100,2100,10188,11088,0.7,30.2,447.627412,0,0,95,"JACKSON             "
"6615",6615,"MO","MO",29,64015,1,1,0,4,"Y",NA," 5",2," 33",1030,1030,10188,11188,9.4,3.3,430.944809,0,0,95,"JACKSON             "
"6616",6616,"MO","MO",29,64015,1,0,0,0," ",NA," 4",2," 36",2000,2000,10188,11188,3.2,6.7,447.627412,0,0,95,"JACKSON             "
"6617",6617,"MO","MO",29,64015,1,1,0,2,"Y",NA," 3",2," 50",1205,1600,11688,11888,0.9,26.5,426.798855,0,0,95,"JACKSON             "
"6618",6618,"MO","MO",29,64015,1,1,0,1,"Y",NA," 3",2," 31",1025,1030,11988,12188,8.8,4.1,426.798855,0,0,95,"JACKSON             "
"6619",6619,"MO","MO",29,64015,1,1,0,4,"Y",NA," 3",2," 41",2030,2222,11388,11588,1.9,15,426.798855,0,0,95,"JACKSON             "
"6620",6620,"MO","MO",29,64015,1,1,0,2,"Y",NA," 1",2," 58",1830,1830,12488,12788,1,23.3,443.843704,0,0,95,"JACKSON             "
"6621",6621,"MO","MO",29,64015,1,1,0,4,"Y",NA," 1",2," 52",1700,1700,12988,13188,1.5,12.9,443.843704,0,0,95,"JACKSON             "
"6622",6622,"MO","MO",29,64015,1,1,0,5,"Y",NA," 2",2," 60",1100,1100,13188,20288,1.4,15.2,438.808346,0,0,95,"JACKSON             "
"6623",6623,"MO","MO",29,64015,1,1,0,4,"Y",NA," 4",2," 57",1700,1830,22788,22988,9.5,3.5,447.627412,0,0,95,"JACKSON             "
"6624",6624,"MO","MO",29,64015,1,1,0,4,"Y",NA," 5",2," 62",1530,1030,20288,21288,5.7,5.5,430.944809,0,0,95,"JACKSON             "
"6625",6625,"MO","MO",29,64015,1,1,1,2,"N",NA," 2",2," 64",1830,1832,21588,21788,0.9,26.8,438.808346,0,0,95,"JACKSON             "
"6626",6626,"MO","MO",29,64015,1,1,0,4,"Y",NA," 3",2," 70",730,815,20288,20288,1.7,11.6,426.798855,0,0,95,"JACKSON             "
"6627",6627,"MO","MO",29,64015,1,1,0,2,"Y",NA," 3",2," 64",940,940,22788,22988,11.9,3.3,426.798855,0,0,95,"JACKSON             "
"6628",6628,"MO","MO",29,64015,1,1,0,7,"Y",NA," 5",2," 76",900,900,21388,21588,7.7,7.4,430.944809,0,0,95,"JACKSON             "
"6629",6629,"MO","MO",29,64015,1,1,0,2,"Y",NA," 4",2," 85",1330,1330,22188,22388,3.8,7.6,447.627412,0,0,95,"JACKSON             "
"6630",6630,"MO","MO",29,64015,1,0,0,0," ",NA," 5",2," 87",2230,2230,22288,22488,10.3,3.9,430.944809,0,0,95,"JACKSON             "
"6631",6631,"MO","MO",29,64015,1,1,0,4,"Y",NA," 4",2," 87",1200,1200,22588,22788,4.6,7,447.627412,0,0,95,"JACKSON             "
"6632",6632,"MO","MO",29,64015,1,1,0,4,"Y",NA," 2",2," 89",1000,1000,22588,22788,1.9,17.3,438.808346,0,0,95,"JACKSON             "
"6633",6633,"MO","MO",29,64015,1,1,0,4,"Y",NA," 3",2," 95",800,900,40488,40488,7.3,4.1,426.798855,0,0,95,"JACKSON             "
"6634",6634,"MO","MO",29,64015,1,0,0,0," ",NA," 3",2," 10",720,740,32388,32588,4.4,19.7,426.798855,0,0,95,"JACKSON             "
"6635",6635,"MO","MO",29,64016,1,1,0,4,"Y",NA," 1",2," 83",805,805,22088,22288,1.2,14.2,443.843704,0,0,95,"JACKSON             "
"6636",6636,"MO","MO",29,64016,1,1,0,4,"Y",NA," 3",2," 86",1530,1600,22888,30388,3.1,7.9,426.798855,0,0,95,"JACKSON             "
"6637",6637,"MO","MO",29,64029,1,1,1,7,"Y",NA," 5",2," 45",1500,1600,21588,21888,7,15.5,430.944809,0,0,95,"JACKSON             "
"6638",6638,"MO","MO",29,64029,1,1,0,2,"Y",NA," 5",2," 84",1000,1000,22088,22288,1.4,13.7,430.944809,0,0,95,"JACKSON             "
"6639",6639,"MO","MO",29,64029,1,1,0,4,"Y",NA," 1",2," 96",2130,2200,42288,42488,29.4,2,443.843704,0,0,95,"JACKSON             "
"6640",6640,"MO","MO",29,64030,1,1,0,4,"Y",NA," 2",2," 28",1900,1900,12088,12288,1,20.8,438.808346,0,0,95,"JACKSON             "
"6641",6641,"MO","MO",29,64030,1,1,1,3,"N",NA," 5",2," 49",900,900,20288,20288,0.8,29.4,430.944809,0,0,95,"JACKSON             "
"6642",6642,"MO","MO",29,64030,1,1,0,7,"Y",NA," 2",2," 42",1800,1800,12288,12588,0.4,0,438.808346,0,0,95,"JACKSON             "
"6643",6643,"MO","MO",29,64030,1,1,0,7,"Y",NA," 5",2," 43",2100,200,12788,13088,1.9,19,430.944809,0,0,95,"JACKSON             "
"6644",6644,"MO","MO",29,64030,1,1,0,4,"Y",NA," 5",2," 56",1600,1600,20288,20288,3.2,8.9,430.944809,0,0,95,"JACKSON             "
